file,vibration,vib_rms,vib_peak,vib_kurtosis
2003.11.21.18.26.56,0.1701336628,0.1701336628,1.4750000000,9.3737324494
2003.11.21.18.36.56,0.1698605425,0.1698605425,1.2520000000,8.1413199667
2003.11.21.18.46.56,0.1699550169,0.1699550169,1.4330000000,9.2538532002
2003.11.21.18.56.56,0.1715291789,0.1715291789,1.3130000000,7.7610919719
2003.11.21.19.06.56,0.1693012916,0.1693012916,1.6160000000,9.6976068705
2003.11.21.19.16.56,0.1697526537,0.1697526537,1.1550000000,8.2779405590
2003.11.21.19.26.56,0.1709511943,0.1709511943,1.3530000000,8.6548298411
2003.11.21.19.36.56,0.1690480877,0.1690480877,1.2670000000,8.2873675578
2003.11.21.19.46.56,0.1685571686,0.1685571686,1.5430000000,8.9857333407
2003.11.21.19.56.56,0.1687699245,0.1687699245,1.1770000000,8.2481347809
2003.11.21.20.06.56,0.1687009421,0.1687009421,1.6110000000,9.1785192328
2003.11.21.20.16.56,0.1705795634,0.1705795634,1.3480000000,8.0241110876
2003.11.21.20.26.56,0.1707602037,0.1707602037,1.2740000000,7.9771016594
2003.11.21.20.36.56,0.1693314293,0.1693314293,1.3570000000,8.4937758524
2003.11.21.20.46.56,0.1713116074,0.1713116074,1.3920000000,7.7076678139
2003.11.21.20.56.56,0.1707988117,0.1707988117,1.7870000000,10.2338960776
2003.11.21.21.06.56,0.1700176958,0.1700176958,1.3570000000,8.2024529854
2003.11.21.21.16.56,0.1713827125,0.1713827125,1.1470000000,7.1569260775
2003.11.21.21.26.56,0.1750786754,0.1750786754,1.5750000000,10.0431485313
2003.11.21.21.36.56,0.1718284457,0.1718284457,1.4210000000,8.4669194980
2003.11.21.21.46.56,0.1809413315,0.1809413315,1.9380000000,15.1725729722
2003.11.21.21.56.56,0.1842113213,0.1842113213,1.8090000000,16.5828169345
2003.11.21.22.06.56,0.1836292123,0.1836292123,1.7600000000,16.1324391808
2003.11.21.22.16.56,0.1781552999,0.1781552999,1.3920000000,10.0326708719
2003.11.21.22.26.56,0.1809044512,0.1809044512,1.7360000000,13.8083146952
2003.11.21.22.36.56,0.1778237609,0.1778237609,1.5890000000,12.9594854155
2003.11.21.22.46.56,0.1823038790,0.1823038790,1.8020000000,14.6291424211
2003.11.21.22.56.56,0.1814562755,0.1814562755,1.6260000000,12.4053718506
2003.11.21.23.06.56,0.1777021075,0.1777021075,1.4790000000,11.5798831986
2003.11.21.23.16.56,0.1770025486,0.1770025486,1.2870000000,8.2959907881
2003.11.21.23.26.56,0.1854878045,0.1854878045,2.1020000000,16.1426919463
2003.11.21.23.36.56,0.1837753747,0.1837753747,1.7190000000,10.8023245567
2003.11.21.23.46.56,0.1817893415,0.1817893415,2.3540000000,14.6966263240
2003.11.21.23.56.56,0.1821914216,0.1821914216,2.4680000000,13.7713394203
2003.11.22.00.06.56,0.1791854159,0.1791854159,1.8700000000,11.1632965690
2003.11.22.00.16.56,0.1833745331,0.1833745331,2.4390000000,13.6670592079
2003.11.22.00.26.56,0.1820593272,0.1820593272,2.0510000000,11.4418329863
2003.11.22.00.36.56,0.1855195298,0.1855195298,1.5500000000,12.0615987748
2003.11.22.00.46.56,0.1856934132,0.1856934132,1.9240000000,14.5182712339
2003.11.22.00.56.56,0.1863803971,0.1863803971,1.7630000000,11.4072854265
2003.11.22.01.06.56,0.1831309342,0.1831309342,1.3430000000,9.1974739231
2003.11.22.01.16.56,0.1878678810,0.1878678810,2.0190000000,14.9295613888
2003.11.22.01.26.56,0.1825863153,0.1825863153,1.4500000000,10.0682351675
2003.11.22.01.36.56,0.1909115893,0.1909115893,3.4420000000,27.7294531066
2003.11.22.01.46.56,0.1857256858,0.1857256858,1.9020000000,11.5911020144
2003.11.22.01.56.56,0.1913106358,0.1913106358,3.0690000000,29.4868431641
2003.11.22.02.06.56,0.2006918389,0.2006918389,2.7830000000,32.8624321305
2003.11.22.02.16.56,0.1903106654,0.1903106654,2.6930000000,21.0574861014
2003.11.22.02.26.56,0.1982379534,0.1982379534,3.8010000000,40.4424190187
2003.11.22.02.36.56,0.2014102119,0.2014102119,3.4990000000,52.4681309980
2003.11.22.02.46.56,0.1992162446,0.1992162446,3.2450000000,37.1724706576
2003.11.22.02.56.56,0.1958265477,0.1958265477,2.2680000000,19.4506824392
2003.11.22.03.06.56,0.2138754418,0.2138754418,3.6430000000,59.3671710141
2003.11.22.03.16.56,0.1963824841,0.1963824841,3.1470000000,24.5303962766
2003.11.22.03.26.56,0.2028738038,0.2028738038,3.4670000000,47.7353748102
2003.11.22.03.36.56,0.1871371723,0.1871371723,1.8190000000,12.6314355510
2003.11.22.03.46.56,0.1909297719,0.1909297719,2.4880000000,21.8742308363
2003.11.22.03.56.56,0.1923321187,0.1923321187,2.4830000000,15.1999090734
2003.11.22.04.06.56,0.1954153959,0.1954153959,2.3140000000,19.7633405069
2003.11.22.04.16.56,0.2000883895,0.2000883895,3.5960000000,41.9706331958
2003.11.22.04.26.56,0.1871968814,0.1871968814,1.4820000000,9.4874174250
2003.11.22.04.36.56,0.1903759296,0.1903759296,2.0510000000,14.3301361060
2003.11.22.04.46.56,0.1889571035,0.1889571035,2.2440000000,14.5554704813
2003.11.22.04.56.56,0.1861556684,0.1861556684,1.7700000000,11.4900128389
2003.11.22.05.06.56,0.1882638668,0.1882638668,2.9000000000,19.4536773680
2003.11.22.05.16.56,0.1900231758,0.1900231758,2.0190000000,12.2332049745
2003.11.22.05.26.56,0.1848815099,0.1848815099,1.4110000000,8.9672044785
2003.11.22.05.36.56,0.1938883518,0.1938883518,2.8560000000,22.2506789995
2003.11.22.05.46.56,0.1995050535,0.1995050535,2.9880000000,26.2224112140
2003.11.22.05.56.56,0.1938315835,0.1938315835,2.3050000000,15.7689824154
2003.11.22.06.06.56,0.1953243111,0.1953243111,2.8440000000,16.0964006323
2003.11.22.06.16.56,0.1873072332,0.1873072332,1.9210000000,9.1253085370
2003.11.22.06.26.56,0.1964754956,0.1964754956,2.6490000000,15.1908721292
2003.11.22.06.36.56,0.1859845296,0.1859845296,1.3210000000,6.9698444955
2003.11.22.06.46.56,0.2002176529,0.2002176529,2.8030000000,20.9011435098
2003.11.22.06.56.56,0.1917847291,0.1917847291,2.4070000000,14.6004054214
2003.11.22.07.06.56,0.1910413420,0.1910413420,2.2950000000,12.1299766057
2003.11.22.07.16.56,0.1863355113,0.1863355113,1.5620000000,8.1710076172
2003.11.22.07.26.56,0.1857692818,0.1857692818,1.4770000000,8.4769194263
2003.11.22.07.36.56,0.1883300829,0.1883300829,1.8190000000,9.8973541666
2003.11.22.07.46.56,0.1888019524,0.1888019524,1.8850000000,10.4550610118
2003.11.22.07.56.56,0.1887969960,0.1887969960,1.7870000000,8.8835476383
2003.11.22.08.06.56,0.1900694403,0.1900694403,1.7090000000,9.9411005683
2003.11.22.08.16.56,0.1873958036,0.1873958036,1.5940000000,11.3883256863
2003.11.22.08.26.56,0.1852119217,0.1852119217,1.7750000000,10.4492583593
2003.11.22.08.36.56,0.1863367544,0.1863367544,1.5190000000,9.3787088447
2003.11.22.08.46.56,0.1895568563,0.1895568563,1.8530000000,10.0027800588
2003.11.22.08.56.56,0.1804779359,0.1804779359,1.1060000000,6.5360822768
2003.11.22.09.06.56,0.1863433627,0.1863433627,2.0040000000,10.8504552974
2003.11.22.09.16.56,0.1921397511,0.1921397511,2.0260000000,13.4550700181
2003.11.22.09.26.56,0.1888819512,0.1888819512,1.7800000000,11.3265312140
2003.11.22.09.36.56,0.1843513809,0.1843513809,1.7020000000,8.8717311395
2003.11.22.09.46.56,0.1847984545,0.1847984545,1.6630000000,9.5465302751
2003.11.22.09.56.56,0.1861520654,0.1861520654,1.3990000000,7.8501148764
2003.11.22.10.06.56,0.1918935917,0.1918935917,2.4240000000,17.0031432780
2003.11.22.10.16.56,0.1929660463,0.1929660463,2.1120000000,15.8526464196
2003.11.22.10.26.56,0.1934302576,0.1934302576,1.8480000000,11.7701676461
2003.11.22.10.36.56,0.1856238261,0.1856238261,2.1140000000,12.8304441076
2003.11.22.10.46.56,0.1850745359,0.1850745359,1.5890000000,9.9897706048
2003.11.22.10.56.56,0.1892620736,0.1892620736,2.4020000000,14.1168408531
2003.11.22.11.06.56,0.1883351287,0.1883351287,2.4220000000,14.2388495206
2003.11.22.11.16.56,0.1884439111,0.1884439111,1.8140000000,9.2815208789
2003.11.22.11.26.56,0.1836250850,0.1836250850,2.5270000000,10.8768378997
2003.11.22.11.36.56,0.1865805177,0.1865805177,1.6720000000,8.2502501690
2003.11.22.11.46.56,0.1894137362,0.1894137362,1.6360000000,7.2293156038
2003.11.22.11.56.56,0.1929339889,0.1929339889,2.2070000000,10.5862966873
2003.11.22.12.06.56,0.1859358886,0.1859358886,1.8870000000,7.5531478437
2003.11.22.12.16.56,0.1898057368,0.1898057368,1.8530000000,9.3106234089
2003.11.22.12.26.56,0.1859620585,0.1859620585,1.1060000000,5.9341772855
2003.11.22.12.36.56,0.1844752191,0.1844752191,1.4940000000,6.8984194060
2003.11.22.12.46.56,0.1828580703,0.1828580703,1.3820000000,7.0858450159
2003.11.22.12.56.56,0.1853459330,0.1853459330,1.1670000000,6.2945632254
2003.11.22.13.06.56,0.1883826906,0.1883826906,1.5310000000,6.6024383258
2003.11.22.13.16.56,0.1842056289,0.1842056289,1.4650000000,6.3250739888
2003.11.22.13.26.56,0.1866771295,0.1866771295,1.0840000000,5.4949387863
2003.11.22.13.36.56,0.1854406870,0.1854406870,1.0400000000,5.7233614129
2003.11.22.13.46.56,0.1802466917,0.1802466917,1.3310000000,5.6077283196
2003.11.22.13.56.56,0.1897140476,0.1897140476,1.3450000000,5.7385868998
2003.11.22.14.06.56,0.1814293123,0.1814293123,1.5890000000,5.6939168602
2003.11.22.14.16.56,0.1838861091,0.1838861091,1.4990000000,6.2846155315
2003.11.22.14.26.56,0.1820932565,0.1820932565,1.0570000000,5.2756580852
2003.11.22.14.36.56,0.1813973242,0.1813973242,1.1740000000,5.5014898909
2003.11.22.14.46.56,0.1849498932,0.1849498932,1.4180000000,6.0422562715
2003.11.22.14.56.56,0.1835099007,0.1835099007,1.0130000000,5.2890334968
2003.11.22.15.06.56,0.1829587278,0.1829587278,1.0840000000,5.4301885485
2003.11.22.15.16.56,0.1900218069,0.1900218069,1.4090000000,5.9229418778
2003.11.22.15.26.56,0.1842910532,0.1842910532,1.3720000000,5.4399879986
2003.11.22.15.36.56,0.1814217169,0.1814217169,0.9770000000,5.1173095938
2003.11.22.15.46.56,0.1835882969,0.1835882969,1.1890000000,5.4558821369
2003.11.22.15.56.56,0.1805857827,0.1805857827,0.9010000000,4.9711672533
2003.11.22.16.06.56,0.1805616063,0.1805616063,1.3530000000,5.8147981098
2003.11.22.16.16.56,0.1774002354,0.1774002354,1.1430000000,5.2307983112
2003.11.22.16.26.56,0.1798932925,0.1798932925,1.1500000000,5.0082037054
2003.11.22.16.36.56,0.1811765685,0.1811765685,0.9420000000,5.3165634595
2003.11.22.16.46.56,0.1817230571,0.1817230571,1.0670000000,5.2370303486
2003.11.22.16.56.56,0.1807496997,0.1807496997,1.5870000000,5.7767079322
2003.11.22.17.06.56,0.1800735744,0.1800735744,1.3550000000,5.5753265859
2003.11.22.17.16.56,0.1752783678,0.1752783678,1.2740000000,5.4514060254
2003.11.22.17.26.56,0.1776619449,0.1776619449,1.1670000000,5.1048805397
2003.11.22.17.36.56,0.1770278523,0.1770278523,0.9810000000,4.9587332842
2003.11.22.17.46.56,0.1776868100,0.1776868100,1.1060000000,5.3439953381
2003.11.22.17.56.56,0.1792900362,0.1792900362,0.9670000000,4.8995275612
2003.11.22.18.06.56,0.1788632798,0.1788632798,1.0210000000,5.5084026165
2003.11.22.18.16.56,0.1780621334,0.1780621334,0.9840000000,4.9127378720
2003.11.22.18.26.56,0.1799716410,0.1799716410,0.9130000000,5.0166841763
2003.11.22.18.36.56,0.1794704145,0.1794704145,0.9330000000,5.0025170835
2003.11.22.18.46.56,0.1791362615,0.1791362615,1.0110000000,5.1022571240
2003.11.22.18.56.56,0.1799632479,0.1799632479,1.1160000000,5.2712768447
2003.11.22.19.06.56,0.1793025593,0.1793025593,0.9500000000,4.7818600608
2003.11.22.19.16.56,0.1800402992,0.1800402992,1.2160000000,5.5389795113
2003.11.22.19.26.56,0.1819606438,0.1819606438,1.0640000000,5.1061625030
2003.11.22.19.36.56,0.1787903428,0.1787903428,0.9420000000,4.9585298048
2003.11.22.19.46.56,0.1754709851,0.1754709851,0.8790000000,4.8781778235
2003.11.22.19.56.56,0.1803538427,0.1803538427,1.3110000000,5.4485712334
2003.11.22.20.06.56,0.1795875691,0.1795875691,1.2480000000,5.2903698723
2003.11.22.20.16.56,0.1760481898,0.1760481898,1.0890000000,4.4611793161
2003.11.22.23.14.58,0.1763516376,0.1763516376,0.8400000000,4.7210862545
2003.11.22.23.16.56,0.1798333200,0.1798333200,0.9200000000,4.6981731164
2003.11.22.23.26.56,0.1802743161,0.1802743161,0.8690000000,4.8549610215
2003.11.22.23.36.56,0.1799954479,0.1799954479,0.9330000000,4.7824428890
2003.11.22.23.46.56,0.1800372148,0.1800372148,1.0230000000,5.1654770276
2003.11.22.23.56.56,0.1800693909,0.1800693909,0.8740000000,4.5332595151
2003.11.23.00.06.56,0.1824963967,0.1824963967,0.9990000000,4.8609127946
2003.11.23.00.16.56,0.1778104324,0.1778104324,0.8470000000,4.8488483881
2003.11.23.00.26.56,0.1823025859,0.1823025859,0.9400000000,5.0549867680
2003.11.23.00.36.56,0.1811892596,0.1811892596,0.9640000000,4.7930350238
2003.11.23.00.46.56,0.1795828909,0.1795828909,0.9130000000,4.8191345348
2003.11.23.00.56.56,0.1823664667,0.1823664667,0.9720000000,4.9111729457
2003.11.23.01.06.56,0.1827314792,0.1827314792,1.0400000000,5.0233070121
2003.11.23.01.16.56,0.1816163699,0.1816163699,0.9740000000,4.8945540832
2003.11.23.01.26.56,0.1809777424,0.1809777424,0.8570000000,4.5919661983
2003.11.23.01.36.56,0.1826536443,0.1826536443,0.9300000000,5.1791383325
2003.11.23.01.46.56,0.1790644220,0.1790644220,0.9010000000,4.8609065430
2003.11.23.01.56.56,0.1794926540,0.1794926540,0.9960000000,4.8099750960
2003.11.23.02.06.56,0.1809970422,0.1809970422,0.9280000000,4.9851047329
2003.11.23.02.16.56,0.1830240980,0.1830240980,0.9590000000,4.7053593913
2003.11.23.02.26.56,0.1789539515,0.1789539515,1.0280000000,4.7210296476
2003.11.23.02.36.56,0.1817244927,0.1817244927,1.3350000000,4.8388737373
2003.11.23.02.46.56,0.1823317545,0.1823317545,0.9330000000,4.8333871752
2003.11.23.02.56.56,0.1812707274,0.1812707274,0.8470000000,4.5610385156
2003.11.23.03.06.56,0.1796359813,0.1796359813,0.9350000000,5.1095603639
2003.11.23.03.16.56,0.1794953867,0.1794953867,0.8620000000,4.4905372225
2003.11.23.03.26.56,0.1797883601,0.1797883601,0.9030000000,4.5664565480
2003.11.23.03.36.56,0.1805430031,0.1805430031,0.9300000000,4.7980788500
2003.11.23.03.46.56,0.1827921786,0.1827921786,0.9300000000,4.5949157899
2003.11.23.03.56.56,0.1836662886,0.1836662886,0.9470000000,4.9487246542
2003.11.23.04.06.56,0.1825071524,0.1825071524,1.0210000000,4.8122032902
2003.11.23.04.16.56,0.1795384869,0.1795384869,0.9890000000,4.9528214953
2003.11.23.04.26.56,0.1785090365,0.1785090365,0.8300000000,4.6186227436
2003.11.23.04.36.56,0.1782772588,0.1782772588,1.0640000000,4.5409951610
2003.11.23.04.46.56,0.1816650336,0.1816650336,0.9200000000,4.8169090626
2003.11.23.04.56.56,0.1785127996,0.1785127996,0.9450000000,4.7641378555
2003.11.23.05.06.56,0.1793198832,0.1793198832,0.9500000000,4.8661232005
2003.11.23.05.16.56,0.1836057001,0.1836057001,0.9110000000,4.9453048869
2003.11.23.05.26.56,0.1814266930,0.1814266930,0.9810000000,4.6174748964
2003.11.23.05.36.56,0.1800306118,0.1800306118,0.9940000000,4.6448568292
2003.11.23.05.46.56,0.1821235534,0.1821235534,1.2010000000,4.8300426765
2003.11.23.05.56.56,0.1818759372,0.1818759372,1.0640000000,4.9199414302
2003.11.23.06.06.56,0.1820098027,0.1820098027,1.0690000000,4.8499105877
2003.11.23.06.16.56,0.1816090037,0.1816090037,0.9810000000,4.8524569552
2003.11.23.06.26.56,0.1824012115,0.1824012115,0.8670000000,4.8643316530
2003.11.23.06.36.56,0.1800577051,0.1800577051,1.1080000000,4.9510459869
2003.11.23.06.46.56,0.1816389927,0.1816389927,0.9010000000,4.5068452835
2003.11.23.06.56.56,0.1809668486,0.1809668486,0.9060000000,4.8917858896
2003.11.23.07.06.56,0.1780459538,0.1780459538,0.9720000000,5.0268094847
2003.11.23.07.16.56,0.1770514765,0.1770514765,1.1230000000,4.8325741640
2003.11.23.07.26.56,0.1772234540,0.1772234540,1.0300000000,4.8681115526
2003.11.23.07.36.56,0.1783970494,0.1783970494,1.0330000000,4.9637802621
2003.11.23.07.46.56,0.1808620213,0.1808620213,1.0500000000,4.9694845524
2003.11.23.07.56.56,0.1807609920,0.1807609920,0.9960000000,5.1701362363
2003.11.23.08.06.56,0.1745456518,0.1745456518,1.1570000000,5.0926789098
2003.11.23.08.16.56,0.1817111661,0.1817111661,1.0300000000,4.8601513303
2003.11.23.08.26.56,0.1800499135,0.1800499135,1.0130000000,4.9135849913
2003.11.23.08.36.56,0.1807980674,0.1807980674,1.0520000000,4.8040503606
2003.11.23.08.46.56,0.1821940877,0.1821940877,0.9370000000,4.9103663127
2003.11.23.08.56.56,0.1763089049,0.1763089049,0.8670000000,4.5782688515
2003.11.23.09.06.56,0.1770410418,0.1770410418,0.9910000000,4.8673472295
2003.11.23.09.16.56,0.1811739831,0.1811739831,1.2570000000,5.2614260273
2003.11.23.09.26.56,0.1814173452,0.1814173452,1.2160000000,5.1243073769
2003.11.23.09.36.56,0.1797909697,0.1797909697,1.0420000000,4.9791630348
2003.11.23.09.46.56,0.1816026704,0.1816026704,0.9350000000,4.9654488871
2003.11.23.09.56.56,0.1813814148,0.1813814148,1.1210000000,4.6185457563
2003.11.23.10.06.56,0.1779412772,0.1779412772,1.1400000000,4.8807489186
2003.11.23.10.16.56,0.1807062779,0.1807062779,0.9590000000,4.8883070614
2003.11.23.10.26.56,0.1803733797,0.1803733797,1.0770000000,4.9094777019
2003.11.23.10.36.56,0.1791787617,0.1791787617,0.9180000000,4.8648154197
2003.11.23.10.46.56,0.1727908255,0.1727908255,1.4280000000,5.3512012378
2003.11.23.10.56.56,0.1790014310,0.1790014310,0.9370000000,4.7628179643
2003.11.23.11.06.56,0.2106433441,0.2106433441,1.4580000000,5.1970177787
2003.11.23.11.16.56,0.1784350901,0.1784350901,1.4750000000,5.3505353915
2003.11.23.11.26.56,0.1821460704,0.1821460704,1.1740000000,5.1974449304
2003.11.23.11.36.56,0.1794566642,0.1794566642,0.9350000000,4.9300736115
2003.11.23.11.46.56,0.1788227227,0.1788227227,0.9160000000,4.7821298784
2003.11.23.11.56.56,0.1803764104,0.1803764104,1.6040000000,5.4532388334
2003.11.23.12.06.56,0.1792880935,0.1792880935,1.0180000000,4.8722966683
2003.11.23.12.16.56,0.1801222352,0.1801222352,0.9840000000,5.1035739507
2003.11.23.12.26.56,0.1764833310,0.1764833310,0.9110000000,4.4560037784
2003.11.23.12.36.56,0.1800069109,0.1800069109,1.0690000000,4.9783861148
2003.11.23.12.46.56,0.1802683755,0.1802683755,0.8400000000,4.6853749946
2003.11.23.12.56.56,0.1775603717,0.1775603717,1.1230000000,4.7076811509
2003.11.23.13.06.56,0.1817206609,0.1817206609,1.0820000000,4.8677744962
2003.11.23.13.16.56,0.1809623422,0.1809623422,1.2840000000,5.1254255444
2003.11.23.13.26.56,0.1794439087,0.1794439087,0.8690000000,4.4892211396
2003.11.23.13.36.56,0.1792376998,0.1792376998,1.0330000000,4.5664068224
2003.11.23.13.46.56,0.1796693912,0.1796693912,1.0160000000,4.3179834272
2003.11.23.13.56.56,0.1782588655,0.1782588655,1.3600000000,4.9755262024
2003.11.23.14.06.56,0.1778270375,0.1778270375,1.0160000000,4.9165678391
2003.11.23.14.16.56,0.1810556555,0.1810556555,1.0470000000,4.8405203926
2003.11.23.14.26.56,0.1788561711,0.1788561711,0.8520000000,4.7368452829
2003.11.23.14.36.56,0.1811373420,0.1811373420,1.0960000000,4.8782455283
2003.11.23.14.46.56,0.1801310345,0.1801310345,1.0620000000,4.8026506471
2003.11.23.14.56.56,0.1777656180,0.1777656180,0.9470000000,4.5583976781
2003.11.23.15.06.56,0.1813642292,0.1813642292,1.3790000000,5.0635337518
2003.11.23.15.16.56,0.1788992414,0.1788992414,1.0080000000,4.5739080124
2003.11.23.15.26.56,0.1782790985,0.1782790985,0.8540000000,4.6216478149
2003.11.23.15.36.56,0.1804608571,0.1804608571,1.1330000000,4.7841227328
2003.11.23.15.46.56,0.1795412255,0.1795412255,0.9200000000,4.7013940809
2003.11.23.15.56.56,0.1775121101,0.1775121101,0.8280000000,4.3816748788
2003.11.23.16.06.56,0.1760162518,0.1760162518,0.9910000000,4.4773171697
2003.11.23.16.16.56,0.1800924093,0.1800924093,1.0520000000,4.5626790084
2003.11.23.16.26.56,0.1762215922,0.1762215922,1.0060000000,4.6546453226
2003.11.23.16.36.56,0.1770479238,0.1770479238,1.0990000000,4.6747264639
2003.11.23.16.46.56,0.1770559758,0.1770559758,0.7910000000,4.1828904877
2003.11.23.16.56.56,0.1767094572,0.1767094572,0.8840000000,4.6014298248
2003.11.23.17.06.56,0.1757768665,0.1757768665,1.0450000000,4.6622130468
2003.11.23.17.16.56,0.1786745441,0.1786745441,0.8760000000,4.2803365082
2003.11.23.17.26.56,0.1778249574,0.1778249574,0.8620000000,4.5688140835
2003.11.23.17.36.56,0.1762304803,0.1762304803,0.7930000000,4.3595451296
2003.11.23.20.01.11,0.1758389260,0.1758389260,0.9160000000,4.4069493672
2003.11.23.20.01.24,0.1771851970,0.1771851970,1.0620000000,4.4879431479
2003.11.23.20.11.24,0.1752407480,0.1752407480,0.7960000000,4.1057827525
2003.11.23.20.21.24,0.1764685363,0.1764685363,0.9160000000,4.4149629590
2003.11.23.20.31.24,0.1761952976,0.1761952976,0.8860000000,4.3639241836
2003.11.23.20.41.24,0.1775513142,0.1775513142,0.9400000000,4.4301649692
2003.11.23.20.51.24,0.1751806726,0.1751806726,0.7300000000,4.0859103279
2003.11.23.21.01.24,0.1770211973,0.1770211973,0.9940000000,4.4539836476
2003.11.23.21.11.24,0.1765133913,0.1765133913,0.7670000000,4.2333426570
2003.11.23.21.21.24,0.1748762901,0.1748762901,1.1080000000,4.6111101366
2003.11.23.21.31.24,0.1742149037,0.1742149037,1.1910000000,4.5182669575
2003.11.23.21.41.24,0.1762478406,0.1762478406,0.9740000000,4.5341010846
2003.11.23.21.51.24,0.1757802896,0.1757802896,0.9160000000,4.4289163381
2003.11.23.22.01.24,0.1767111339,0.1767111339,1.1380000000,4.6184635835
2003.11.23.22.11.24,0.1737557405,0.1737557405,0.9520000000,4.5037451555
2003.11.23.22.21.24,0.1737278919,0.1737278919,0.7930000000,4.4053699556
2003.11.23.22.31.24,0.1737583762,0.1737583762,0.9250000000,4.3802908667
2003.11.23.22.41.24,0.1745201774,0.1745201774,0.8540000000,4.3570252730
2003.11.23.22.51.24,0.1756991772,0.1756991772,0.8500000000,4.2632057217
2003.11.23.23.01.24,0.1758680304,0.1758680304,0.9200000000,4.6505291972
2003.11.23.23.11.24,0.1709535036,0.1709535036,0.8500000000,4.3002446105
2003.11.23.23.21.24,0.1742523159,0.1742523159,0.8740000000,4.5099595374
2003.11.23.23.31.24,0.1718617824,0.1718617824,0.8980000000,4.3724702760
2003.11.23.23.41.24,0.1737951391,0.1737951391,0.8470000000,4.3155819979
2003.11.23.23.51.24,0.1742091195,0.1742091195,0.9280000000,4.6388456754
2003.11.24.00.01.24,0.1745223588,0.1745223588,0.9790000000,4.2478799317
2003.11.24.00.11.24,0.1732557027,0.1732557027,0.9250000000,4.5328605843
2003.11.24.00.21.24,0.1718108007,0.1718108007,0.8740000000,4.2815533629
2003.11.24.00.31.24,0.1711299123,0.1711299123,0.8810000000,4.1932099015
2003.11.24.00.41.24,0.1726940237,0.1726940237,0.7590000000,4.3116997306
2003.11.24.00.51.24,0.1722987193,0.1722987193,0.7980000000,4.1540874255
2003.11.24.01.01.24,0.1729835043,0.1729835043,0.7810000000,4.1081737740
2003.11.24.01.11.24,0.1736624337,0.1736624337,0.7200000000,4.1919737697
2003.11.24.01.21.24,0.1740251170,0.1740251170,0.8910000000,4.3698036612
2003.11.24.01.31.24,0.1760719456,0.1760719456,0.8860000000,4.1959075041
2003.11.24.01.41.24,0.1749906840,0.1749906840,0.9690000000,4.5172611239
2003.11.24.01.51.24,0.1728158160,0.1728158160,0.9570000000,4.4634481570
2003.11.24.02.01.24,0.1707577108,0.1707577108,0.9300000000,4.2986876047
2003.11.24.02.11.24,0.1740249553,0.1740249553,0.9060000000,4.3829922017
2003.11.24.02.21.24,0.1725939824,0.1725939824,0.8350000000,4.1782309659
2003.11.24.02.31.24,0.1724605759,0.1724605759,0.8790000000,4.1588837426
2003.11.24.02.41.24,0.1744605052,0.1744605052,1.0180000000,4.4006264713
2003.11.24.02.51.24,0.1729978363,0.1729978363,0.8760000000,4.2368871768
2003.11.24.03.01.24,0.1714293609,0.1714293609,0.9110000000,4.2603879350
2003.11.24.03.11.24,0.1737787735,0.1737787735,1.0080000000,4.3976545838
2003.11.24.03.21.24,0.1719001038,0.1719001038,0.9620000000,4.4952863987
2003.11.24.03.31.24,0.1757426726,0.1757426726,0.9860000000,4.1988110956
2003.11.24.03.41.24,0.1765139521,0.1765139521,1.0110000000,4.4038956314
2003.11.24.03.51.24,0.1736362248,0.1736362248,0.9810000000,4.4817223216
2003.11.24.04.01.24,0.1761769923,0.1761769923,0.8790000000,4.1915915061
2003.11.24.04.11.24,0.1770378157,0.1770378157,1.1010000000,4.8509768587
2003.11.24.04.21.24,0.1767850514,0.1767850514,1.1870000000,4.8068728132
2003.11.24.04.31.24,0.1734162218,0.1734162218,0.9860000000,4.5504179851
2003.11.24.04.41.24,0.1734466229,0.1734466229,1.0910000000,4.5526279734
2003.11.24.04.51.24,0.1758491969,0.1758491969,0.8230000000,4.1059371223
2003.11.24.05.01.24,0.1754474237,0.1754474237,0.8030000000,4.3004138650
2003.11.24.05.11.24,0.1759608896,0.1759608896,1.1870000000,4.6664493967
2003.11.24.05.21.24,0.1728524764,0.1728524764,0.8450000000,4.3275912274
2003.11.24.05.31.24,0.1736866575,0.1736866575,0.9690000000,4.4567638995
2003.11.24.05.41.24,0.1737205198,0.1737205198,1.0030000000,4.4302581743
2003.11.24.05.51.24,0.1755031492,0.1755031492,1.0030000000,4.3525758713
2003.11.24.06.01.24,0.1758651390,0.1758651390,1.0960000000,4.7708849166
2003.11.24.06.11.24,0.1747372444,0.1747372444,1.0470000000,4.6791311788
2003.11.24.06.21.24,0.1798824789,0.1798824789,0.9790000000,4.5317882245
2003.11.24.06.31.24,0.1762759062,0.1762759062,0.9590000000,4.4829569885
2003.11.24.06.41.24,0.1749209851,0.1749209851,1.2010000000,4.5093464521
2003.11.24.06.51.24,0.1737466690,0.1737466690,0.8370000000,4.2227066411
2003.11.24.07.01.24,0.1761595995,0.1761595995,0.9620000000,4.2877260160
2003.11.24.08.01.24,0.1747480279,0.1747480279,1.0380000000,4.5761641151
2003.11.24.08.11.24,0.1745817489,0.1745817489,0.8200000000,4.3263886618
2003.11.24.08.21.24,0.1744150996,0.1744150996,0.8470000000,4.2791708800
2003.11.24.08.31.24,0.1760558584,0.1760558584,0.7620000000,3.8579673132
